ID,t011_prgrm,pass_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year
,BSA3,0,,,,,0,,,,,,,1,3,2015
,BSA3,1,1,,,,1,,3,2,10,16.66666667,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,,,,,1,,3,3,,15,1,1,3,2015
,BSA3,1,,1,,,1,,3,3,,10,1,1,3,2015
,BSA3,1,,1,,,1,,3,3,,30,1,1,3,2015
,BSA3,1,1,,,,1,,3,3,9,15.75,1,1,3,2015
,BSA3,1,,,,,1,,3,3,,10,1,1,3,2015
,BSA3,1,,,,,1,,2,3,10,15,1,1,5,2015
,BSA3,1,,,,,1,,3,3,,25,1,1,3,2015
,BSA3,1,,,,,1,,3,3,,10,1,1,3,2015
,BSA3,1,,,,,1,,3,3,,20,1,1,3,2015
,BSA3,0,,1,,,1,,3,3,10,4,,1,5,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,1,,,,1,,3,3,,20,1,1,3,2015
,BSA3,0,,,,,1,,3,3,,3,,1,3,2015
,BSA3,1,,1,,,1,,3,3,,17,1,1,3,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,1,,,,,1,,3,3,,10,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,0,,,,,0,,,,,,,1,3,2015
,BSA3,1,,1,,,1,,3,3,,10,1,1,3,2015
,BSA3,0,,,,,0,,,,,,,1,3,2015
,BSA3,1,,,,,1,,3,3,,20,1,1,3,2015
,BSA3,0,,,,,0,,,,,,,1,3,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,1,,,,,1,,3,3,,30,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,,,,,1,,3,3,,30,1,1,3,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,1,,,,,1,,3,3,,28,1,1,3,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,1,,1,,,1,,3,3,,10,1,1,3,2015
,BSA3,1,,,,,1,,3,3,,15,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,1,,1,,,1,,3,3,,10,1,1,3,2015
,BSA3,1,,,,,1,,3,3,,30,1,1,3,2015
,BSA3,0,,,0,,1,,3,3,10,4,,1,5,2015
,BSA3,1,,,,,1,,3,3,10,20,1,1,5,2015
,BSA3,1,,1,,,1,,3,3,,31.25,1,1,3,2015
,BSA3,1,,,,,1,,3,3,,26.25,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,,,,,1,,3,3,,19.5,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,,1,,,1,,3,3,,21,1,1,3,2015
,BSA3,0,,,,,0,,,,,,,1,5,2015
,BSA3,0,,,,,0,,,,,,,1,5,2015
,BSA3,0,,1,,,0,,,,,,,1,5,2015
,BSA3,0,,1,,,0,,,,,,,1,5,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,0,,,,,0,,,,,,,1,5,2015
,BSA3,0,,,0,,0,,,,,,,1,5,2015
,BSA3,1,,,,,1,,3,3,,10,1,1,3,2015
,BSA3,1,,1,,,1,,3,3,,10,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,1,,1,,,1,,3,3,,30,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,,,,,1,,3,3,,45,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,1,1,,,1,,3,3,,10,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,,,,,1,,3,3,,20,1,1,3,2015
,BSA3,0,,,0,,0,,,,,,,1,5,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,0,,,,,0,,,,,,,1,3,2015
,BSA3,1,,1,,,1,,2,2,,15,1,1,3,2015
,BSA3,1,,,,,1,,3,3,,30,1,1,3,2015
,BSA3,1,,1,,,1,,2,2,,20,1,1,3,2015
,BSA3,1,,1,,,1,,3,3,,25,1,1,3,2015
,BSA3,1,,1,,,1,,3,3,,10,1,1,3,2015
,BSA3,1,,1,,,1,,2,2,,12,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,3,2015
,BSA3,1,1,1,,,1,,3,3,10,15,1,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,0,0,,,,,,,,,,,1,5,2015
,BSA3,1,,,1,1,1,,2,3,,16.25,1,1,5,2015
,BSA3,0,,1,,,0,,,,,,,1,3,2015
,BSA3,0,0,,,,,,,,,,,1,2,2015
,BSA3,1,,1,,,1,,3,3,,25,1,1,2,2015
,BSA3,1,,1,,,1,,2,2,,30,1,1,2,2015
,BSA3,1,,,,,1,,3,3,,12,1,1,2,2015
,BSA3,1,,,,,1,,3,3,,30,1,1,2,2015
,BSA3,1,,,,,1,,2,2,,25,1,1,2,2015
,BSA3,1,,,,,1,,2,2,,30,1,1,2,2015
,BSA3,1,1,,,,1,,3,3,,17.5,1,1,2,2015
,VHG,0,,1,,,0,,,,,,,1,3,2015
,VHG,1,,,,,1,,3,3,,10,1,1,3,2015
,VHG,0,1,1,,,1,,3,3,,7,,1,3,2015
,WASHB 75,1,,,1,1,1,,3,3,,22.5,1,1,9,2015
,WASHB 75,1,,,0,,1,,3,3,,23,1,1,9,2015
,WASHB 75,1,,,1,1,1,,3,3,,13,1,1,9,2015
,WASHB 75,1,,,1,1,1,,3,3,,25.5,1,1,9,2015
,WASHB 75,0,,,,,1,,3,3,,1,,1,9,2015
,WASHB 75,1,,,1,1,1,,3,3,,23.25,1,1,9,2015
,KKM2,0,,1,,,1,,2,3,,3,,1,8,2014
,KKM2,0,,1,,,1,,2,3,,6,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,1,,1,,,1,,2,3,,15,1,1,8,2014
,KKM2,0,,1,,,1,,2,3,,4,,1,8,2014
,KKM,0,,,,,1,,1,3,,,,1,9,2014
,KKM2,0,1,,,,1,,3,3,,16,0,1,9,2014
,KKM2,1,1,,,,1,,3,3,9,17,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,18,1,1,9,2014
,VHG,0,,,,,1,,2,1,,,,1,2,2015
,VHG,0,0,,,,,,,,,,,1,2,2015
,VHG,0,,,,,1,,3,3,,4.75,,1,2,2015
,VHG,0,,,,,1,,3,3,,1.5,,1,2,2015
,VHG,0,,,,,1,,3,3,,6.25,,1,2,2015
,VHG,0,0,,,,,,,,,,,1,2,2015
,VHG,0,,,,,1,,3,3,,4.25,,1,2,2015
,VHG,1,,1,,,1,,3,3,,10.83333333,1,1,3,2015
,VHG,1,,,,,1,,3,3,,12.5,1,1,3,2015
,VHG,1,,,,,1,,3,3,,14,1,1,3,2015
,VHG,1,,1,,,1,,3,3,,11.66666667,1,1,3,2015
,KKM,1,1,1,,,1,,3,3,,15,1,1,9,2014
,KKM,0,,1,,,1,,3,3,,9,,1,9,2014
,KKM,1,,,,,1,,3,3,,20,1,1,9,2014
,KKM,0,,,,,1,,3,3,,9,,1,9,2014
,KKM,0,,1,,,1,,3,3,,5,,1,9,2014
,KKM2,0,,1,,,1,,3,3,,6,,1,9,2014
,KKM2,1,,1,,,1,,3,3,,10,1,1,9,2014
,KKM2,1,,1,,,1,,3,3,,10.5,1,1,8,2014
,KKM2,1,,1,,,1,,3,3,,26.25,1,1,8,2014
,BSA2,1,,1,,,1,,2,3,,24,1,1,8,2014
,BSA2,1,,1,,,1,,2,2,,35.5,1,1,8,2014
,BSA2,1,,1,,,1,,2,3,9,10.25,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,2,2,,8.5,,1,8,2014
,VHG,1,,,,,1,,3,3,,10,1,1,3,2015
,VHG,0,0,,,,,,,,,,,1,2,2015
,VHG,0,0,,,,,,,,,,,1,3,2015
,VHG,0,,,,,1,,3,3,,3.5,,1,2,2015
,VHG,1,,,,,1,,3,3,,10.25,1,1,3,2015
,VHG,1,,,,,1,,3,3,,10,1,1,3,2015
,VHG,1,,1,,,1,,3,3,,10,1,1,2,2015
,VHG,1,,,,,1,,3,3,,12.75,1,1,2,2015
,VHG,1,,,,,1,,3,3,,10.5,1,1,3,2015
,VHG,1,,,,,1,,3,3,,11.25,1,1,3,2015
,VHG,1,,,,,1,,3,3,,10,1,1,2,2015
,VHG,0,,1,,,1,,3,3,,3.5,,1,3,2015
,VHG,1,,,,,1,,3,3,,10.75,1,1,2,2015
,VHG,0,0,,,,,,,,,,,1,2,2015
,VHG,0,,,,,0,,,,,,,1,2,2015
,VHG,1,,1,,,1,,3,3,,10.25,1,1,2,2015
,KKM,1,,,,,1,,3,3,,16.25,1,1,9,2014
,KKM,1,,,,,1,,3,3,,11.25,1,1,9,2014
,KKM,1,,,,,1,,3,3,,25,1,1,9,2014
,KKM,1,,,,,1,,3,3,,70,1,1,9,2014
,KKM,1,,1,,,1,,2,3,,17,1,1,9,2014
,KKM,1,,,,,1,,3,3,,16,1,1,9,2014
,KKM,1,,1,,,1,,2,3,,10.25,1,1,9,2014
,KKM,1,,,,,1,,3,3,,12,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,11.25,1,1,9,2014
,KKM2,0,,,,,1,,3,3,,7,,1,9,2014
,KKM2,0,,,,,1,,3,3,10,8,,1,9,2014
,KKM2,0,,1,,,1,,3,3,10,8,,1,9,2014
,KKM2,0,,,,,0,,,,,,,1,9,2014
,KKM2,0,,,,,1,,3,3,8,,,1,9,2014
,KKM2,0,,,,,1,,3,3,,5.5,,1,9,2014
,VHG,0,0,,,,,,,,,,,1,3,2014
,VHG,1,,,,,1,,3,3,,25.25,1,1,3,2014
,VHG,0,0,,,,,,,,,,,1,3,2014
,VHG,0,,,,,1,,3,3,,9.25,,1,3,2014
,VHG,0,,,,,1,,3,3,,5,,1,3,2014
,VHG,1,,,,,1,,3,3,,47.5,1,1,3,2014
,VHG,0,,,,,1,,3,3,,5,,1,3,2014
,VHG,0,,1,,,1,,3,3,,6,,1,3,2014
,VHG,0,,,,,0,,,,,,,1,3,2014
,VHG,0,,,,,1,,3,3,,5.75,,1,3,2014
,VHG,1,,1,,,1,,3,3,,10,1,1,2,2015
,KKM,0,,,,,0,,,,,,,1,9,2014
,KKM,0,,1,,,1,,3,3,,8,,1,9,2014
,KKM,0,,,,,0,,,,,,,1,9,2014
,KKM,0,1,,,,1,,3,3,8,,,1,9,2014
,KKM2,1,,1,,,1,,3,3,,21,1,1,8,2014
,KKM2,1,,1,,,1,,3,3,,10.75,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,40,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,6,,1,9,2014
,KKM2,0,,,,,1,,3,3,,7,,1,9,2014
,KKM2,1,,,,,1,,3,3,,10,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,16.25,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,16.25,1,1,8,2014
,KKM2,0,,,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,1,,3,3,9,0.25,,1,8,2014
,KKM2,1,,,,,1,,3,3,,16.25,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,11.5,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,16.25,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,13,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,3,,1,8,2014
,KKM2,0,,,,,1,,3,3,3,,,1,8,2014
,KKM2,1,,1,,,1,,3,3,,16.25,1,1,8,2014
,KKM2,0,,,,,0,,,,,,,1,8,2014
,KKM2,0,,,,,1,,3,3,,6,,1,8,2014
,VHG,0,,,,,1,,3,3,,5,,1,3,2015
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,1,,3,3,,4,,1,8,2014
,KKM2,1,,1,,,1,,3,3,,10,1,1,8,2014
,KKM2,1,,1,,,1,,3,3,,11,1,1,8,2014
,KKM2,0,,1,,,1,,3,3,,4,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,1,,1,,,1,,3,3,,12,1,1,8,2014
,KKM2,1,,1,,,1,,3,3,,15,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,13,1,1,8,2014
,KKM2,0,,1,,,1,,3,3,,9,,1,8,2014
,KKM2,1,,1,,,1,,3,3,,10,1,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,9,2014
,KKM2,1,,1,,,1,,3,3,,15,1,1,8,2014
,KKM2,0,0,,,,,,,,,,,1,9,2014
,KKM2,0,1,1,,,1,,2,3,8,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,1,1,,,1,,2,3,8,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,1,1,,,1,,2,3,8,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM,0,0,,,,,,,,,,,1,9,2014
,KKM,0,,1,,,1,,3,3,,6,,1,9,2014
,KKM2,1,,1,,,1,,3,3,,18,1,1,8,2014
,KKM2,1,,,,,1,,3,3,9,11,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,6,,1,8,2014
,KKM2,0,,1,,,1,,3,3,,6,,1,8,2014
,KKM2,1,,1,,,1,,3,3,,15,1,1,8,2014
,WASHB 75,1,,1,,,1,,3,3,,12,1,1,9,2015
,WASHB 75,1,,1,,,1,,3,3,,10,1,1,9,2015
,WASHB 75,1,,1,,,1,,3,3,,47.25,1,1,9,2015
,WASHB 75,1,,1,,,1,,3,3,,11,1,1,9,2015
,WASHB 75,1,,1,,,1,,3,3,,25,1,1,9,2015
,WASHB 75,1,,1,,,1,,3,3,,10,1,1,9,2015
,WASHB 75,1,,,1,1,1,,3,3,,12,1,1,9,2015
,WASHB 75,1,,,0,,1,,3,3,,21,1,1,9,2015
,WASHB 75,0,,1,,,0,,,,,,,1,9,2015
,KKM2,1,,1,,,1,,3,3,,12.75,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,11,1,1,9,2014
,KKM2,1,,1,,,1,,3,3,,18.5,1,1,9,2014
,KKM2,1,,,1,1,1,,3,3,,16.25,1,1,9,2014
,KKM2,0,,1,,,1,,3,3,,9.75,,1,9,2014
,KKM,1,,1,,,1,,3,3,,10,1,1,9,2014
,KKM,1,,,,,1,,2,3,,10,1,1,9,2014
,KKM,0,1,,,,0,,,,,,,1,9,2014
,KKM2,0,,,,,0,,,,,,,1,8,2014
,KKM2,0,0,,,,,,,,,,,1,8,2014
,KKM,1,,,,,1,,2,3,,10,1,1,9,2014
,KKM,0,,,,,1,,3,3,,6,,1,9,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,1,,1,,,1,,3,3,,15,1,1,8,2014
,KKM2,0,,1,,,1,,3,3,,8,,1,8,2014
,KKM2,0,,1,,,1,,3,3,,5,,1,8,2014
,KKM2,0,,,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM,0,,1,,,1,,1,2,,,,1,9,2014
,KKM,0,,1,,,1,,3,3,,5,,1,9,2014
,KKM,0,,,,,1,,2,3,,5,,1,9,2014
,KKM,1,,1,,,1,,2,3,,25,1,1,9,2014
,KKM,0,,,,,1,,2,3,,8,,1,9,2014
,KKM2,1,,,,,1,,2,3,,11.25,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,10,1,1,9,2014
,KKM2,0,,,,,1,,3,3,,4,,1,9,2014
,VHG,0,,,1,1,1,,3,3,,1,,1,2,2015
,VHG,0,0,,,,,,,,,,,1,2,2015
,VHG,1,,,,,1,,3,3,,15,1,1,2,2015
,VHG,0,,,1,1,1,,3,3,,1,,1,2,2015
,VHG,1,,,,,1,,2,3,,12,1,1,2,2015
,KKM2,0,,1,,,1,,3,3,,4,,1,8,2014
,KKM2,1,,1,,,1,,2,3,,13,1,1,8,2014
,KKM2,1,,,,,1,,2,3,,10,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,1,,1,8,2014
,KKM2,1,,,,,1,,3,3,,23,1,1,8,2014
,KKM2,0,,1,,,1,,3,3,,1,,1,8,2014
,KKM2,0,,1,,,1,,2,3,,5,,1,8,2014
,KKM2,0,1,1,,,1,,3,3,8,,,1,8,2014
,KKM2,0,1,,,,1,,3,3,,6.666666667,,1,8,2014
,KKM2,0,1,,,,1,,3,3,8,,,1,8,2014
,KKM,0,,1,,,1,,3,3,,7,,1,9,2014
,KKM,1,,,1,1,1,,3,3,,10,1,1,9,2014
,KKM,0,,1,,,1,,3,3,,4,,1,9,2014
,KKM,1,,1,,,1,,3,3,,15,1,1,9,2014
,KKM,0,1,1,,,0,,,,,,,1,9,2014
,KKM,0,,1,,,1,,1,3,,,,1,9,2014
,KKM,0,,1,,,1,,3,3,,8,,1,9,2014
,KKM,1,,1,,,1,,3,3,,20,1,1,9,2014
,KKM,0,,,,,1,,1,3,,,,1,9,2014
,KKM,0,,1,,,1,,1,3,,,,1,9,2014
,KKM2,0,0,,,,,,,,,,,1,8,2014
,KKM2,1,,,,,1,,3,3,,17.5,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,18.5,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,19.75,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,16.5,1,1,8,2014
,KKM2,1,,1,,,1,,3,3,,10,1,1,8,2014
,KKM2,1,,1,,,1,,3,3,,13.75,1,1,8,2014
,KKM2,0,0,,,,,,,,,,,1,9,2014
,KKM2,1,,,,,1,,3,3,,20,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,20,1,1,9,2014
,KKM,1,,,0,,1,,3,3,,75,1,1,9,2014
,KKM,1,,1,,,1,,3,3,,15,1,1,9,2014
,KKM,1,,1,,,1,,3,3,,13,1,1,9,2014
,KKM2,1,,1,,,1,,3,3,,12,1,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,1,,3,3,,3,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,,,,1,,2,3,,6,,1,9,2014
,KKM2,0,,,,,1,,2,3,,6,,1,8,2014
,KKM2,1,,,,,1,,3,3,,14,1,1,8,2014
,KKM2,1,,1,,,1,,2,3,,15.75,1,1,8,2014
,KKM2,0,,,,,1,,2,3,,6,,1,8,2014
,KKM2,1,,,1,1,1,,3,3,,16.25,1,1,8,2014
,KKM2,0,,1,,,1,,3,3,,2.5,,1,8,2014
,KKM2,1,,,,,1,,3,3,,22.5,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,22.5,1,1,9,2014
,KKM2,0,,,,,0,,,,,,,1,9,2014
,KKM2,0,,,,,0,,,,,,,1,9,2014
,KKM2,1,,,,,1,,3,3,,21.25,1,1,9,2014
,VHG,0,,,,,0,,,,,,,1,3,2015
,VHG,0,,,,,1,,3,3,,4,,1,3,2015
,VHG,1,,1,,,1,,2,3,,10,1,1,3,2015
,VHG,1,,,,,1,,3,3,,10,1,1,3,2015
,VHG,1,1,,,,1,,3,3,,10,1,1,3,2015
,VHG,0,,1,,,0,,,,,,,1,3,2015
,KKM,1,,,,,1,,3,3,,12,1,1,9,2014
,KKM,1,,,,,1,,3,3,,10,1,1,9,2014
,KKM,1,,1,,,1,,3,3,,20,1,1,9,2014
,KKM,0,,1,,,1,,3,3,,7,,1,9,2014
,KKM,0,,,,,1,,3,3,,7,,1,9,2014
,KKM,1,,,,,1,,3,3,,10,1,1,9,2014
,KKM,1,,,,,1,,3,3,,15,1,1,9,2014
,KKM,0,,,,,0,,,,,,,1,9,2014
,KKM,1,,1,,,1,,3,3,,10,1,1,9,2014
,KKM,1,,1,,,1,,3,3,,15,1,1,9,2014
,KKM,0,,1,,,1,,3,3,,8,,1,9,2014
,KKM,1,,,,,1,,3,3,,25,1,1,9,2014
,KKM,0,,,,,0,,,,,,,1,9,2014
,KKM,1,,,,,1,,3,3,,29.75,1,1,9,2014
,KKM,0,,,,,1,,1,3,,,,1,9,2014
,KKM,1,,,,,1,,3,3,,20,1,1,9,2014
,KKM,0,,,,,1,,1,3,,,,1,9,2014
,BSA4,0,,1,,,0,,,,,,,1,4,2015
,BSA4,0,,,,,0,,,,,,,1,4,2015
,KKM,1,,1,,,1,,3,3,,20.5,1,1,9,2014
,KKM2,1,,1,,,1,,3,3,,12.75,1,1,8,2014
,KKM,1,,,,,1,,3,3,,25.5,1,1,9,2014
,KKM,1,,,,,1,,3,3,,20,1,1,9,2014
,KKM,0,0,,,,,,,,,,,1,9,2014
,KKM,1,,,,,1,,2,3,,50,1,1,9,2014
,KKM,1,,1,,,1,,3,3,,29.75,1,1,9,2014
,KKM,0,0,,,,,,,,,,,1,9,2014
,KKM,0,,1,,,1,,3,3,,6.5,,1,9,2014
,KKM2,0,,,,,1,,3,3,,1,,1,8,2014
,KKM2,0,,,,,1,,3,3,,5.5,,1,8,2014
,KKM2,0,,,,,1,,3,3,,2,,1,8,2014
,KKM2,1,,,,,1,,3,3,,19.75,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,2,,1,8,2014
,KKM2,0,,,,,1,,3,3,,2,,1,8,2014
,KKM2,0,,,,,1,,3,3,,5,,1,8,2014
,KKM2,1,,,,,1,,3,3,,10,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,7,,1,8,2014
,KKM2,0,,,,,1,,3,3,,2,,1,8,2014
,KKM2,1,,,,,1,,3,3,,10.75,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,12,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,5.25,,1,8,2014
,KKM2,1,,,,,1,,3,3,,13.5,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,10.5,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,16.5,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,1,,1,8,2014
,KKM2,1,,,,,1,,3,3,,10,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,3.5,,1,8,2014
,VHG,1,,,,,1,,2,3,,58.33333333,1,1,3,2014
,VHG,0,,,,,1,,3,2,,50,0,1,12,2013
,VHG,1,,,,,1,,2,3,,12,1,1,12,2013
,VHG,0,,,,,,,,,,,,1,12,2013
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,,,,0,,,,,,,1,8,2014
,KKM2,0,,,,,0,,,,,,,1,8,2014
,KKM2,1,,,,,1,,3,3,,11,1,1,8,2014
,KKM2,1,,1,,,1,,2,3,9,15,1,1,8,2014
,KKM2,1,,,,,1,,3,3,,30,1,1,8,2014
,KKM2,0,1,,,,1,,2,3,,8.25,,1,8,2014
,KKM2,0,1,1,,,0,,,,,,,1,8,2014
,KKM2,1,,1,,,1,,2,3,,20.75,1,1,8,2014
,KKM2,0,,1,,,1,,2,3,,3,,1,8,2014
,KKM2,0,,,,,0,,,,,,,1,8,2014
,KKM2,0,0,,,,,,,,,,,1,8,2014
,WASHB 75,1,,1,,,1,,3,3,,11,1,1,10,2015
,WASHB 75,1,,1,,,1,,3,3,,20,1,1,10,2015
,WASHB 75,1,,1,,,1,,3,3,,14,1,1,10,2015
,WASHB 75,1,,1,,,1,,3,3,,24,1,1,10,2015
,WASHB 75,1,,,1,1,1,,3,3,,40,1,1,10,2015
,KKM,0,,,,,0,,,,,,,1,9,2014
,KKM,1,,,,,1,,3,3,,22,1,1,9,2014
,KKM,1,,1,,,1,,3,3,,26,1,1,9,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,,0,,1,,2,3,,2,,1,8,2014
,KKM2,0,,1,,,1,,2,3,8,,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM,1,,,,,1,,3,3,,13.75,1,1,9,2014
,KKM2,0,0,,,,,,,,,,,1,8,2014
,KKM2,0,0,,,,,,,,,,,1,8,2014
,KKM2,0,0,,,,,,,,,,,1,9,2014
,KKM2,1,,,,,1,,3,3,,15.5,1,1,8,2014
,KKM,0,,,,,1,,3,3,,9,,1,9,2014
,KKM,0,0,,,,,,,,,,,1,9,2014
,KKM,1,,1,,,1,,3,3,,30,1,1,9,2014
,KKM2,0,,,,,1,,3,3,,5,,1,8,2014
,KKM2,-999,1,,0,,1,,3,3,,18,-999,1,8,2014
,KKM2,0,1,,,,1,,3,3,,9,,1,8,2014
,KKM2,1,,,1,1,1,,3,3,,15,1,1,8,2014
,KKM2,1,,,,,1,,2,3,,23,1,1,8,2014
,KKM2,0,0,,,,,,,,,,,1,8,2014
,KKM,1,,1,,,1,,3,3,,14,1,1,9,2014
,KKM,1,,,,,1,,3,3,,30,1,1,9,2014
,KKM,1,,1,,,1,,3,3,,21.25,1,1,9,2014
,KKM,0,1,0,,,,,,,,,,1,9,2014
,KKM,1,,,,,1,,3,3,,11.5,1,1,9,2014
,KKM,1,,,,,1,,3,3,,16.25,1,1,9,2014
,KKM,1,,,,,1,,3,3,,11.25,1,1,9,2014
,KKM,1,,,,,1,,3,3,,26.25,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,16,1,1,9,2014
,KKM2,1,,,,,1,,3,3,,12.75,1,1,9,2014
,KKM2,0,0,,,,,,,,,,,1,9,2014
,KKM2,0,,,,,1,,3,3,,6.5,,1,9,2014
,KKM,1,,1,,,1,,3,3,,16.5,1,1,9,2014
,KKM,0,,,,,1,,3,3,,4,,1,9,2014
,KKM,0,,1,,,1,,3,3,,3,,1,9,2014
,KKM,1,,,,,1,,3,3,,14.5,1,1,9,2014
,KKM,0,,,,,1,,3,3,,3.25,,1,9,2014
,KKM,0,,1,,,1,,3,3,,6,,1,9,2014
,KKM,0,,1,,,1,,3,3,,1,,1,9,2014
,KKM2,1,,,0,,1,,3,3,,18,1,1,8,2014
,KKM2,1,,,1,1,1,,3,3,,19,1,1,8,2014
,KKM2,1,,1,,,1,,3,3,,12,1,1,8,2014
,KKM2,1,,,1,1,1,,3,3,,50,1,1,8,2014
,KKM2,1,,,0,,1,,3,3,,32,1,1,8,2014
,KKM2,0,,,,,1,,3,3,,4,,1,8,2014
,KKM2,1,,,0,,1,,3,3,,20,1,1,8,2014
,KKM2,1,,,1,1,1,,3,3,,15,1,1,8,2014
,KKM,1,,,1,1,1,,3,3,,11,1,1,9,2014
,KKM,1,,,,,1,,3,3,,20,1,1,9,2014
